,article_title,article_doi,article_author,article_author_index_name,article_author_affiliation,article_page_range,article_pub_date,article_pub_year,issue_section,issue_number,issue_title,issue_page_range,issue_pub_date,issue_pub_year,volume,journal,publisher,article_type
2328,Book Review: Farmers Emigrate to France,https://journals.sagepub.com/doi/pdf/10.1177/019791836600300122,Arthur M. Verthè,"Verthè, Arthur M","Ambassadeur Brussels, Belgium",111-112,"Mar 1, 1966",1966,Book Reviews,1,"International Migration Review - Volume 3_OS, Number 1, Mar 01, 1966",,"Mar 01, 1966",1966,3_OS,International Migration Review,Sage Publishing,review
2330,Recent Articles on Migration,https://journals.sagepub.com/doi/pdf/10.1177/019791836600300124,,,,117-126,"Mar 1, 1966",1966,Article,1,"International Migration Review - Volume 3_OS, Number 1, Mar 01, 1966",,"Mar 01, 1966",1966,3_OS,International Migration Review,Sage Publishing,main
2331,Recent Books on Migration,https://journals.sagepub.com/doi/pdf/10.1177/019791836600300125,,,,127-129,"Mar 1, 1966",1966,Article,1,"International Migration Review - Volume 3_OS, Number 1, Mar 01, 1966",,"Mar 01, 1966",1966,3_OS,International Migration Review,Sage Publishing,main
2332,Our Correspondence,https://journals.sagepub.com/doi/pdf/10.1177/019791836600300126,Silvano Mario Tomasi,"Tomasi, Silvano Mario","International Migration Digest 209 Flagg Place Staten Island, N.Y.",130-130,"Mar 1, 1966",1966,Article,1,"International Migration Review - Volume 3_OS, Number 1, Mar 01, 1966",,"Mar 01, 1966",1966,3_OS,International Migration Review,Sage Publishing,main
2334,Immigration and Pluralism in Canada,https://journals.sagepub.com/doi/pdf/10.1177/019791836900400102,Anthony H. Richmond,"Richmond, Anthony H","Department of Sociology, York University, Toronto, where he is also Director of the Graduate Programme in Sociology and Coordinator of the Ethnic Research Programme of the Institute for Behavioural Research. Born in England, he did his undergraduate work in Economics and Sociology at the London School of Economics. He took his Master's degree at the University of Liverpool and his Ph.D. at the University of London. He has specialized in the study of immigration and ethnic group relations.",5-24,"Sep 1, 1969",1969,Article,1,"International Migration Review - Volume 4, Number 1, Sep 01, 1969",,"Sep 01, 1969",1969,4,International Migration Review,Sage Publishing,main
2335,Leadership in the Toronto Italian Ethnic Group,https://journals.sagepub.com/doi/pdf/10.1177/019791836900400103,Clifford J. Jansen,"Jansen, Clifford J","York University, University of Louvain, Belgium, Bath University of Technology, England.",25-43,"Sep 1, 1969",1969,Article,1,"International Migration Review - Volume 4, Number 1, Sep 01, 1969",,"Sep 01, 1969",1969,4,International Migration Review,Sage Publishing,main
2336,"Adaptation and Integration of Greek Working Class Immigrants in the City of Toronto, Canada: A Situational Approach",https://journals.sagepub.com/doi/pdf/10.1177/019791836900400104,Judith A. Nagata,"Nagata, Judith A","Department of Sociology at York University, Toronto, University College, London, University of Illinois.",44-70,"Sep 1, 1969",1969,Article,1,"International Migration Review - Volume 4, Number 1, Sep 01, 1969",,"Sep 01, 1969",1969,4,International Migration Review,Sage Publishing,main
2337,Ethnic Differentiation: Ecological Aspects of a Multidimensional Concept,https://journals.sagepub.com/doi/pdf/10.1177/019791836900400105,A. Gordon Darroch && Wilfred G. Marston,"Darroch, A Gordon && Marston, Wilfred G","York University, Sociology from Duke University, Durham, North Carolina. && York University, Sociology from the University of Washington, Seattle.",71-95,"Sep 1, 1969",1969,Article,1,"International Migration Review - Volume 4, Number 1, Sep 01, 1969",,"Sep 01, 1969",1969,4,International Migration Review,Sage Publishing,main
2338,Select Bibliography on Post-war Immigrants in Canada,https://journals.sagepub.com/doi/pdf/10.1177/019791836900400106,,,,96-99,"Sep 1, 1969",1969,Article,1,"International Migration Review - Volume 4, Number 1, Sep 01, 1969",,"Sep 01, 1969",1969,4,International Migration Review,Sage Publishing,main
2340,Book Review: Population and Society in Norway 1735–1865,https://journals.sagepub.com/doi/pdf/10.1177/019791836900400108,C. A. Clausen,"Clausen, C A",S. Olaf College,113-114,"Sep 1, 1969",1969,Book Reviews,1,"International Migration Review - Volume 4, Number 1, Sep 01, 1969",,"Sep 01, 1969",1969,4,International Migration Review,Sage Publishing,review
2341,Book Review: Demographic Analysis,https://journals.sagepub.com/doi/pdf/10.1177/019791836900400109,John Knodel,"Knodel, John",Princeton University Rutgers University,114-115,"Sep 1, 1969",1969,Book Reviews,1,"International Migration Review - Volume 4, Number 1, Sep 01, 1969",,"Sep 01, 1969",1969,4,International Migration Review,Sage Publishing,review
2342,"Book Review: Industrialization, Immigrants, and Americanizers: The View from Milwaukee, 1866–1921",https://journals.sagepub.com/doi/pdf/10.1177/019791836900400110,Philip Gleason,"Gleason, Philip",University of Notre Dame,115-116,"Sep 1, 1969",1969,Book Reviews,1,"International Migration Review - Volume 4, Number 1, Sep 01, 1969",,"Sep 01, 1969",1969,4,International Migration Review,Sage Publishing,review
2343,Book Review: Emigrazione e Imperialismo,https://journals.sagepub.com/doi/pdf/10.1177/019791836900400111,John M. Cammett,"Cammett, John M",John Jay College of Criminal Justice (CUNY),116-118,"Sep 1, 1969",1969,Book Reviews,1,"International Migration Review - Volume 4, Number 1, Sep 01, 1969",,"Sep 01, 1969",1969,4,International Migration Review,Sage Publishing,review
2344,"Book Review: The Assimilation of Greeks in the United States, with Special Reference to the Greek Community of Anderson, Indiana",https://journals.sagepub.com/doi/pdf/10.1177/019791836900400112,Michael N. Cutsumbis,"Cutsumbis, Michael N",Franklin and Marshall College,118-119,"Sep 1, 1969",1969,Book Reviews,1,"International Migration Review - Volume 4, Number 1, Sep 01, 1969",,"Sep 01, 1969",1969,4,International Migration Review,Sage Publishing,review
2345,Book Review: The German-Americans: An Informal History,https://journals.sagepub.com/doi/pdf/10.1177/019791836900400113,James M. Bergquist,"Bergquist, James M",Villanova University,119-121,"Sep 1, 1969",1969,Book Reviews,1,"International Migration Review - Volume 4, Number 1, Sep 01, 1969",,"Sep 01, 1969",1969,4,International Migration Review,Sage Publishing,review
2346,Book Review: Cubans in Exile: Disaffection and the Revolution,https://journals.sagepub.com/doi/pdf/10.1177/019791836900400114,Dr. Joseph S. Roucek,"Roucek, Joseph S",Queensborough Community College (CUNY),121-121,"Sep 1, 1969",1969,Book Reviews,1,"International Migration Review - Volume 4, Number 1, Sep 01, 1969",,"Sep 01, 1969",1969,4,International Migration Review,Sage Publishing,review
2347,"Book Review: African Zion; the Attempt to Establish a Jewish Colony in the East Africa Protectorate, 1903–1905",https://journals.sagepub.com/doi/pdf/10.1177/019791836900400115,Charles Mark,"Mark, Charles","Rider College, N.J.",122-123,"Sep 1, 1969",1969,Book Reviews,1,"International Migration Review - Volume 4, Number 1, Sep 01, 1969",,"Sep 01, 1969",1969,4,International Migration Review,Sage Publishing,review
2348,Book Review: The Brain Drain,https://journals.sagepub.com/doi/pdf/10.1177/019791836900400116,G. Beijer,"Beijer, G","Intergovernmental Committee for European Migration, Geneva",123-124,"Sep 1, 1969",1969,Book Reviews,1,"International Migration Review - Volume 4, Number 1, Sep 01, 1969",,"Sep 01, 1969",1969,4,International Migration Review,Sage Publishing,review
2349,Book Review: Paper Walls: America and the Refugee Crisis 1938–1941,https://journals.sagepub.com/doi/pdf/10.1177/019791836900400117,Dr. Joseph S. Roucek,"Roucek, Joseph S","Queensborough Community College, (CUNY)",124-125,"Sep 1, 1969",1969,Book Reviews,1,"International Migration Review - Volume 4, Number 1, Sep 01, 1969",,"Sep 01, 1969",1969,4,International Migration Review,Sage Publishing,review
2350,Book Review: Ghetto Fever,https://journals.sagepub.com/doi/pdf/10.1177/019791836900400118,M. J. Madaj,"Madaj, M J","St. Mary of the Lake Seminary Mundelein, Illinois.",125-126,"Sep 1, 1969",1969,Book Reviews,1,"International Migration Review - Volume 4, Number 1, Sep 01, 1969",,"Sep 01, 1969",1969,4,International Migration Review,Sage Publishing,review
2351,"Book Review: The Education and Training of Racial Minorities, Proceedings of a Conference",https://journals.sagepub.com/doi/pdf/10.1177/019791836900400119,J. F. Barbosa-Dasilva,"Barbosa-Dasilva, J F",University of Notre Dame,126-127,"Sep 1, 1969",1969,Book Reviews,1,"International Migration Review - Volume 4, Number 1, Sep 01, 1969",,"Sep 01, 1969",1969,4,International Migration Review,Sage Publishing,review
2352,Book Review: Migration of College and University Students in the United States,https://journals.sagepub.com/doi/pdf/10.1177/019791836900400120,Jane Mervine,"Mervine, Jane",University of Massachusetts,127-128,"Sep 1, 1969",1969,Book Reviews,1,"International Migration Review - Volume 4, Number 1, Sep 01, 1969",,"Sep 01, 1969",1969,4,International Migration Review,Sage Publishing,review
2355,Canadian Migration and Immigration Patterns and Government Policy,https://journals.sagepub.com/doi/pdf/10.1177/019791837400800101,R. A. Jenness,"Jenness, R A","Economic Council of Canada, Planning & Evaluation Branch, Department of Manpower & Immigration, Ottawa, Ontario, Canada.",5-22,"Mar 1, 1974",1974,Article,1,"International Migration Review - Volume 8, Number 1, Mar 01, 1974",,"Mar 01, 1974",1974,8,International Migration Review,Sage Publishing,main
2356,Some Aspects of Social Demography of Korean Americans,https://journals.sagepub.com/doi/pdf/10.1177/019791837400800102,Dr. Hyung-chan Kim,"Kim, Hyung-chan","Ethnic Studies, Western Washington State College",23-42,"Mar 1, 1974",1974,Article,1,"International Migration Review - Volume 8, Number 1, Mar 01, 1974",,"Mar 01, 1974",1974,8,International Migration Review,Sage Publishing,main
2357,Ethnicity and Religiousity: Some Selective Explorations among College Seniors,https://journals.sagepub.com/doi/pdf/10.1177/019791837400800103,David Gottlieb && Virginia Sibbison,"Gottlieb, David && Sibbison, Virginia","Department of Sociology, University of Houston, Houston, Texas, 77004 && College of Human Development, Pennsylvania State University, University Park, Pennsylvania, 16801.",43-58,"Mar 1, 1974",1974,Article,1,"International Migration Review - Volume 8, Number 1, Mar 01, 1974",,"Mar 01, 1974",1974,8,International Migration Review,Sage Publishing,main
2360,U.S. Supreme Court's Decision on Non-Citizenship,https://journals.sagepub.com/doi/pdf/10.1177/019791837400800106,"Austin T. Fragomen, Jr.","Fragomen, Austin T Jr",,77-78,"Mar 1, 1974",1974,Article,1,"International Migration Review - Volume 8, Number 1, Mar 01, 1974",,"Mar 01, 1974",1974,8,International Migration Review,Sage Publishing,main
2361,Book Review: Population History of New York City,https://journals.sagepub.com/doi/pdf/10.1177/019791837400800107,Joseph H. Bunzel,"Bunzel, Joseph H","New York State University, College at Buffalo",79-79,"Mar 1, 1974",1974,Book Reviews,1,"International Migration Review - Volume 8, Number 1, Mar 01, 1974",,"Mar 01, 1974",1974,8,International Migration Review,Sage Publishing,review
2362,Book Review: The Alien Invasion: The Origins of the Aliens Act of 1905,https://journals.sagepub.com/doi/pdf/10.1177/019791837400800108,Mary Dale Palsson,"Palsson, Mary Dale",University of Arizona,79-80,"Mar 1, 1974",1974,Book Reviews,1,"International Migration Review - Volume 8, Number 1, Mar 01, 1974",,"Mar 01, 1974",1974,8,International Migration Review,Sage Publishing,review
2363,Book Review: American Mix: The Minority Experience in America,https://journals.sagepub.com/doi/pdf/10.1177/019791837400800109,Robert A. Feldmesser,"Feldmesser, Robert A",Educational Testing Service,80-81,"Mar 1, 1974",1974,Book Reviews,1,"International Migration Review - Volume 8, Number 1, Mar 01, 1974",,"Mar 01, 1974",1974,8,International Migration Review,Sage Publishing,review
2364,Book Review: Education and the Many Faces of the Disadvantaged: Cultural and Historical Perspectives,https://journals.sagepub.com/doi/pdf/10.1177/019791837400800110,Wayne J. Urban,"Urban, Wayne J",Georgia State University,81-82,"Mar 1, 1974",1974,Book Reviews,1,"International Migration Review - Volume 8, Number 1, Mar 01, 1974",,"Mar 01, 1974",1974,8,International Migration Review,Sage Publishing,review
2365,Book Review: Teaching Ethnic Studies: Concepts and Strategies,https://journals.sagepub.com/doi/pdf/10.1177/019791837400800111,Erwin Flaxman,"Flaxman, Erwin",Columbia University,82-83,"Mar 1, 1974",1974,Book Reviews,1,"International Migration Review - Volume 8, Number 1, Mar 01, 1974",,"Mar 01, 1974",1974,8,International Migration Review,Sage Publishing,review
2366,Book Review: The Ripe Harvest: Educating Migrant Children,https://journals.sagepub.com/doi/pdf/10.1177/019791837400800112,Francesco Cordasco,"Cordasco, Francesco",Montclair State College,83-84,"Mar 1, 1974",1974,Book Reviews,1,"International Migration Review - Volume 8, Number 1, Mar 01, 1974",,"Mar 01, 1974",1974,8,International Migration Review,Sage Publishing,review
2367,Book Review: Social Work with Immigrants,https://journals.sagepub.com/doi/pdf/10.1177/019791837400800113,Lillian C. Lampkin,"Lampkin, Lillian C",Hunter College,84-86,"Mar 1, 1974",1974,Book Reviews,1,"International Migration Review - Volume 8, Number 1, Mar 01, 1974",,"Mar 01, 1974",1974,8,International Migration Review,Sage Publishing,review
2368,Book Review: Marginality and Identity: A Colored Creole Family through Ten Generations,https://journals.sagepub.com/doi/pdf/10.1177/019791837400800114,Noel P. Gist,"Gist, Noel P",University of Missouri-Columbia,86-86,"Mar 1, 1974",1974,Book Reviews,1,"International Migration Review - Volume 8, Number 1, Mar 01, 1974",,"Mar 01, 1974",1974,8,International Migration Review,Sage Publishing,review
2369,Book Review: Chicano Manifesto,https://journals.sagepub.com/doi/pdf/10.1177/019791837400800115,Ruth Horowitz,"Horowitz, Ruth",University of Chicago,86-87,"Mar 1, 1974",1974,Book Reviews,1,"International Migration Review - Volume 8, Number 1, Mar 01, 1974",,"Mar 01, 1974",1974,8,International Migration Review,Sage Publishing,review
2370,Book Review: The American Italians: Their History and Culture,https://journals.sagepub.com/doi/pdf/10.1177/019791837400800116,Salvatore Mondello,"Mondello, Salvatore",Rochester Institute of Technology,87-88,"Mar 1, 1974",1974,Book Reviews,1,"International Migration Review - Volume 8, Number 1, Mar 01, 1974",,"Mar 01, 1974",1974,8,International Migration Review,Sage Publishing,review
2371,Book Review: Mussolini and Fascism: The View from America,https://journals.sagepub.com/doi/pdf/10.1177/019791837400800117,Jean A. Scarpaci,"Scarpaci, Jean A",Towson State College,88-89,"Mar 1, 1974",1974,Book Reviews,1,"International Migration Review - Volume 8, Number 1, Mar 01, 1974",,"Mar 01, 1974",1974,8,International Migration Review,Sage Publishing,review
2372,Book Review: Kike!,https://journals.sagepub.com/doi/pdf/10.1177/019791837400800118,Seymour Leventman,"Leventman, Seymour",Boston College,89-90,"Mar 1, 1974",1974,Book Reviews,1,"International Migration Review - Volume 8, Number 1, Mar 01, 1974",,"Mar 01, 1974",1974,8,International Migration Review,Sage Publishing,review
2373,Book Review: An Immigrant's Two Worlds. A Biography of Hjalmar Edgren,https://journals.sagepub.com/doi/pdf/10.1177/019791837400800119,Sten Carlsson,"Carlsson, Sten","University of Uppsala, Sweden",90-91,"Mar 1, 1974",1974,Book Reviews,1,"International Migration Review - Volume 8, Number 1, Mar 01, 1974",,"Mar 01, 1974",1974,8,International Migration Review,Sage Publishing,review
